Category,Title,Date,Venue,Locations,Link,Image Src,Image Alt,Description
Exhibition,Embracing the Void,15 Jul 2023 – 23 Jul 2023,The Ice House Gallery,"London, United Kingdom",https://www.artrabbit.com/events/embracing-the-void,img.artrabbit.com/events/embracing-the-void/images/CmkBy3q7w3FK/350x262/CatherineMorganThomas-Light.jpg,Embracing the Void,"Exhibition of glass sculpture by Catherine Morgan Thomas Embracing the Void is a solo exhibition of glass sculpture by Notting Hill artist Catherine Morgan Thomas. Her emotionally engaging work is inspired by the interplay of strength and fragility in glass, its ethereal quality and inherent luminescence."
Exhibition,"Charlie, Let's Go!",15 Jul 2023 – 31 Aug 2023,Harlesden High Street,"London, United Kingdom",https://www.artrabbit.com/events/charlie-lets-go,img.artrabbit.com/events/charlie-lets-go/images/zb4vnJhodAx1/350x351/Charlie-Lets-Go-IMG-2069-2-11-July-2023-10-55am.jpg,"Charlie, Let's Go!","Harlesden High Street presents ""Charlie, Let’s Go!"", a solo exhibition by Hilda Kortei. ""Charlie, Let’s Go!"" is an experimental showcase featuring an armchair, clothing, shoes, carpets, and paintings on fabric and reclaimed wood."
Exhibition,Tim Spooner // A New Kind of Animal (Lake Gallery),15 Jul 2023 – 24 Sep 2023,Southwark Park Galleries - Lake Gallery,"London, United Kingdom",https://www.artrabbit.com/events/tim-spooner-a-new-kind-of-animal-lake-gallery,img.artrabbit.com/events/tim-spooner-a-new-kind-of-animal-lake-gallery/images/AMgjeDRXBamc/350x517/Tim-Spooner-min.jpg,Tim Spooner // A New Kind of Animal (Lake Gallery),"A New Kind of Animal is a national touring exhibition co-commissioned by Southwark Park Galleries, London and Bluecoat, Liverpool. It runs in London 15 July until 24 September before touring to Liverpool in October 2023. Interdisciplinary artist Tim Spooner (b. 1984) brings unpredictability and liveness to Dilston Gallery through an installation of furry, quivering animatronic sculptures. Simultaneously at Lake Gallery, Spooner stages a theatrical encounter with over 150 works in collage, painting, sculpture and objects used in performances over the past 15 years. "
Exhibition,July Art Fair,15 Jul 2023 – 31 Jul 2023,London Ligthouse Gallery & Studio,"London, United Kingdom",https://www.artrabbit.com/events/july-art-fair,img.artrabbit.com/events/july-art-fair/images/RMD2jZKeGorC/350x495/1.jpg,July Art Fair,"I See It....,  Love It...., I Will Take It.... Sokari Higgwe"
Exhibition,Tim Spooner // A New Kind of Animal (Dilston Grove),15 Jul 2023 – 24 Sep 2023,Southwark Park Galleries - Dilston Gallery,"London, United Kingdom",https://www.artrabbit.com/events/tim-spooner-a-new-kind-of-animal-dilston-grove,img.artrabbit.com/events/tim-spooner-a-new-kind-of-animal-dilston-grove/images/BwvP6EQySwUM/350x517/Tim-Spooner-min.jpg,Tim Spooner // A New Kind of Animal (Dilston Grove),"A New Kind of Animal is a national touring exhibition co-commissioned by Southwark Park Galleries, London and Bluecoat, Liverpool. It runs in London 15 July until 24 September before touring to Liverpool in October 2023. Interdisciplinary artist Tim Spooner (b. 1984) brings unpredictability and liveness to Dilston Gallery through an installation of furry, quivering animatronic sculptures. Simultaneously at Lake Gallery, Spooner stages a theatrical encounter with over 150 works in collage, painting, sculpture and objects used in performances over the past 15 years. "
Exhibition,Whispered Canvases: Part One,15 Jul 2023 – 31 Jul 2023,Silian Gallery,"London, United Kingdom",https://www.artrabbit.com/events/whispered-canvases-part-one,img.artrabbit.com/events/whispered-canvases-part-one/images/fTg7eKbkOG4x/350x496/Art-YZ.jpg,Whispered Canvases: Part One,"Whispered Canvases is a group exhibition featuring eight emerging artists with a focus on painting as the predominant art form, where we explore the intersection of human emotions and contemporary painting, creating a space for dialogue, introspection, and connection. Whispered Canvases presents a diverse collection of paintings by contemporary artists who employ this ‘age-old’ medium as a vehicle to delve into the depths of human nature. Through their unique visual languages and creative techniques, these artists invite viewers to experience a range of feelings, contemplate the intricacies of the human condition, and reflect upon the myriad ways in which emotions shape our existence."
Exhibition,"Parting Ways, Salty Ego",15 Jul 2023 – 29 Jul 2023,Gerald Moore Gallery,"London, United Kingdom",https://www.artrabbit.com/events/parting-ways-salty-ego,img.artrabbit.com/events/parting-ways-salty-ego/images/h9fBun7V9Mbv/350x258/untitled-imogen-browning-1-soft-pastels-on-watercolour-paper-21-x-29-7-cm.jpg,"Parting Ways, Salty Ego","Gerald Moore Gallery is delighted to present 'Parting ways, Salty ego', our summer group exhibition with new works by Aidan O’Sullivan, Aylish Browning, Hem O’hur, Imogen Browning, Lambdog1066, Milo Creese, nothing.to.nothing (n2N collective), and Victoria Grenier. Comprising of a diverse range of artistic practices, this exhibition acts as a confrontation between this world and potential, imaginary, distant and illusive others. It is an attempt to reveal truths that are out of sight, underlying, or subliminal occurrences, rhythms, patterns, and vibrations of nature and non-human forces. Learning from economic structures outside our own, the works in the exhibition look at intricate systems such as root and mycelium networks and ant territories that can evoke speculative visions and esoteric planes for a hopeful future."
Exhibition,Tributaries,15 Jul 2023 – 08 Oct 2023,,"London, United Kingdom",https://www.artrabbit.com/events/tributaries,img.artrabbit.com/events/tributaries/images/JDzMYjfeFiAh/350x194/Screenshot-2023-07-13-at-21-42-48.jpg,Tributaries,"East London’s public art trail, The Line, presents Tributaries – a site-specific exhibition set in a context of rising tides, exploring artists’ responses to water globally through the moving image. Following the waterways and the line of the Greenwich Meridian, visitors to The Line are invited to reflect on our relationship with water at the Grade I listed House Mill on Three Mills Island in Bromley-By-Bow. Tributaries, in partnership with Arup Phase 2, will bring together five films including work by Alberta Whittle and Martha Atienza, that critically engage with water and its relationship to global histories and geographies of trade, colonialism and the climate crisis."
Exhibition,Aurel Schmidt: Trash Dolls,14 Jul 2023 – 29 Jul 2023,Gathering,"London, United Kingdom",https://www.artrabbit.com/events/aurel-schmidt-trash-dolls,img.artrabbit.com/events/aurel-schmidt-trash-dolls/images/nDH0EplzUgcm/350x564/Aurel-Schmidt-Trash-Dolls-at-Gathering.jpg,Aurel Schmidt: Trash Dolls,"GLASSHOUSE presents Trash Dolls, a solo exhibition of recent drawings by New York based artist Aurel Schmidt (b.1982, Canada), opening Friday 14 July 7-9pm The works that make up Trash Dolls are the latest in an ongoing series of the same name: since 2019, Schmidt has been transforming the detritus of her environment into characters that embody the psychosomatic effects of a fast-paced life in the big city. The 𝘛𝘳𝘢𝘴𝘩 𝘋𝘰𝘭𝘭𝘴 are formed out of an urban vernacular, the rot and refuse found lining the gutters of New York's streets or littering an apartment in the aftermath of a late night. Using exquisite draughtsmanship, Schmidt catalogues and reconstitutes the sediment of downtown parties and alley way trash heaps, at once satirising and playfully celebrating hedonistic city living."
Exhibition,Art House Open Studios Festival Group Show,14 Jul 2023 – 24 Jul 2023,RuptureXIBIT gallery & Kate Howe Studios,"Hampton Wick, United Kingdom",https://www.artrabbit.com/events/art-house-open-studios-festival-group-show-rupturexibit-gallery-kate-howe-studios,img.artrabbit.com/events/art-house-open-studios-festival-group-show-rupturexibit-gallery-kate-howe-studios/images/p6mXMYT05L4n/350x350/Art-House-Open-Studios-Social-Media-Promo-2023.jpg,Art House Open Studios Festival Group Show,"Local charity Arts Richmond has been commissioned by Richmond Arts Service to coordinate the borough’s open studios festival, Art House, for 2023."
Exhibition,Judith Dean: New Builds / Bilds (The Image in Perspective),14 Jul 2023 – 19 Aug 2023,South Parade,"London, United Kingdom",https://www.artrabbit.com/events/judith-dean-new-builds-bilds-the-image-in-perspective,img.artrabbit.com/events/judith-dean-new-builds-bilds-the-image-in-perspective/images/jR8YeDJYGpqT/350x490/Judith-Dean-New-Builds-Bilds-The-Image-in-Perspective.jpg,Judith Dean: New Builds / Bilds (The Image in Perspective),"Dean's paintings question the way in which we look at images in art. Using her non-writing hand to overcome the control exerted by the conscious mind, Dean makes paintings that explore perspective and the singularity of the mind's eye in framing and authorship. Using the contingency of found pictures on the internet, the compositions are framed as receding stages or galleries. We see walls, floors, ceilings and separated rooms emerge from blind alleys, dead ends and shifting horizons. The digital world is a multiverse of images in which our attention is manipulated to focus on what is narrow and commercially and politically expedient. By painting numerous images within one painting, Dean distracts or prevents us from focussing on one subject - making us aware of both the mind's natural control and society's. The original images come from a variety of cultural, geographical and historical sources and te painting process assembles these disparate images into a world of staged inevitability. "
Exhibition,The Belly and the Guts,14 Jul 2023 – 25 Aug 2023,Alice Amati,"London, United Kingdom",https://www.artrabbit.com/events/the-belly-and-the-guts,img.artrabbit.com/events/the-belly-and-the-guts/images/ZrS1eCLRpaDa/350x418/The-Belly-and-the-Guts-At-Alice-Amati.jpg,The Belly and the Guts,Painting Matters.
Exhibition,Allow Cookies,14 Jul 2023 – 29 Jul 2023,Kupfer,"London, United Kingdom",https://www.artrabbit.com/events/allow-cookies,img.artrabbit.com/events/allow-cookies/images/9RqgZzaeeelO/350x350/Media-ImageAllow-Cookies-at-Kupfer.jpg,Allow Cookies,No description available.
Exhibition,Arts Richmond: Arts House Open Studios Festival,14 Jul 2023 – 24 Jul 2023,RuptureXIBIT gallery & Kate Howe Studios,"Hampton Wick, United Kingdom",https://www.artrabbit.com/events/arts-richmond-arts-house-open-studios-festival,img.artrabbit.com/events/arts-richmond-arts-house-open-studios-festival/images/gUA6m8mpw4KS/350x310/artrichmond.jpg,Arts Richmond: Arts House Open Studios Festival,"Here at RuptureXIBIT, we are proud to be taking part in Arts Richmond’s ‘Art House Open Studios Festival’ this month. This festival is a chance for artists and craftspeople across Richmond upon Thames to open their homes, studios, and community venues to members of the public and gives visitors a chance to explore our artistic community and engage with artists, designers & makers from all corners of the borough. We are opening our studios to seven artists who will display their work in our garden studio and garden from the 14th - 24th of July. These artists are Stephen King, Mairi McLeod, Caroline Priestley, Michelle Hawes, Sallie Eley, Lee Kay, and Catherine Sweet. "
Exhibition,The Shape Of Time,14 Jul 2023 – 08 Sep 2023,Alice Amati,"London, United Kingdom",https://www.artrabbit.com/events/the-shape-of-time,img.artrabbit.com/events/the-shape-of-time/images/OxxrIVOossNJ/350x466/The-Shape-Of-Time-Poster-Lindon-Co.jpg,The Shape Of Time,"Address: Lindon &Co, 15 Old Bond Street, W1S4AX London 'The Shape of Time' curated in collaboration with Lindon&Co, presents works by ten contemporary artists alongside major historical works by Francis Picabia."
Exhibition,The Belly and the Guts,14 Jul 2023 – 25 Aug 2023,Alice Amati,"London, United Kingdom",https://www.artrabbit.com/events/the-belly-and-the-guts,img.artrabbit.com/events/the-belly-and-the-guts/images/ZrS1eCLRpaDa/350x418/The-Belly-and-the-Guts-At-Alice-Amati.jpg,The Belly and the Guts,Painting Matters.
